PermissionName,ApplicationPermission,DelegatePermission,Description,ApiCount,ApplicationGuid,DelegateGuid,SourceFiles,View
UserWindowsSettings.Read,False,False,,4,,,windowssetting-list-instances|windowssettinginstance-get|usersettings-list-windows|windowssetting-ge,https://graphpermissions.merill.net/permission/UserWindowsSettings.Read.html
Policy.Read.ApplicationConfiguration,False,False,,42,,,tokenlifetimepolicy-list|tokenlifetimepolicy-list|homerealmdiscoverypolicy-list|homerealmdiscoverypo,https://graphpermissions.merill.net/permission/Policy.Read.ApplicationConfiguration.html
ChannelSettings.ReadWrite.Group,False,False,,4,,,channel-patch|team-get-primarychannel|channel-list|channel-get|channel-patch|team-get-primarychannel,https://graphpermissions.merill.net/permission/ChannelSettings.ReadWrite.Group.html
TeamsTab.Read.Chat,False,False,,1,,,chat-get-tabs|chat-get-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Read.Chat.html
TeamsTab.ReadWrite.Chat,False,False,,4,,,chat-get-tabs|chat-post-tabs|chat-patch-tabs|chat-delete-tabs|chat-get-tabs|chat-post-tabs|chat-patc,https://graphpermissions.merill.net/permission/TeamsTab.ReadWrite.Chat.html
TeamsActivity.Send.User,False,False,,2,,,userteamwork-sendactivitynotification|teamwork-sendactivitynotificationtorecipients|userteamwork-sen,https://graphpermissions.merill.net/permission/TeamsActivity.Send.User.html
ChatMessage.ReadWriteSelected.Chat,False,False,,5,,,chat-post-pinnedmessages|chat-post-messages|chat-list-messages|chat-list-messages|chat-list-messages,https://graphpermissions.merill.net/permission/ChatMessage.ReadWriteSelected.Chat.html
File.Read.Group,False,False,,1,,,channel-get-filesfolder|channel-get-filesfolder|,https://graphpermissions.merill.net/permission/File.Read.Group.html
UserCloudClipboard.Read,False,False,,2,,,cloudclipboardroot-list-items|cloudclipboarditem-get|cloudclipboardroot-list-items|cloudclipboardite,https://graphpermissions.merill.net/permission/UserCloudClipboard.Read.html
TeamsAppInstallation.ManageSelectedForChat,False,False,,6,,,chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation-upgrade|chat-delete-instal,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ManageSelectedForChat.html
TeamsAppInstallation.ManageSelectedForChat.All,False,False,,6,,,chat-post-installedapps|chat-list-installedapps|chat-teamsappinstallation-upgrade|chat-delete-instal,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ManageSelectedForChat.All.html
ChatMember.Read.Chat,False,False,,11,,,conversationmember-list|chat-get-members|chat-get-members|subscription-post-subscriptions|subscripti,https://graphpermissions.merill.net/permission/ChatMember.Read.Chat.html
FileStorageContainer.Manage.All,False,False,,9,,,filestoragecontainer-permanentdelete|filestorage-list-deletedcontainers|filestoragecontainer-permane,https://graphpermissions.merill.net/permission/FileStorageContainer.Manage.All.html
ChatSettings.Read.Chat,False,False,,11,,,chat-get|chat-get|chat-get|subscription-post-subscriptions|subscription-get|subscription-reauthorize,https://graphpermissions.merill.net/permission/ChatSettings.Read.Chat.html
ChatSettings.ReadWrite.Chat,False,False,,12,,,chat-get|chat-get|chat-get|chat-patch|subscription-post-subscriptions|subscription-get|subscription-,https://graphpermissions.merill.net/permission/ChatSettings.ReadWrite.Chat.html
Channel.Create.Group,False,False,,1,,,channel-post|channel-post|,https://graphpermissions.merill.net/permission/Channel.Create.Group.html
TeamsTab.Create.Chat,False,False,,1,,,chat-post-tabs|chat-post-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Create.Chat.html
TeamSettings.ReadWrite.Group,False,False,,4,,,team-unarchive|team-archive|team-get|team-update|team-unarchive|team-archive|team-get|team-update|,https://graphpermissions.merill.net/permission/TeamSettings.ReadWrite.Group.html
OnlineMeetingRecording.Read.Chat,False,False,,10,,,callrecording-get|callrecording-get|onlinemeeting-list-recordings|onlinemeeting-list-recordings|call,https://graphpermissions.merill.net/permission/OnlineMeetingRecording.Read.Chat.html
ChannelMessage.Read.Group,False,False,,14,,,chatmessage-list-hostedcontents|chatmessage-list-hostedcontents|chatmessage-list-replies|subscriptio,https://graphpermissions.merill.net/permission/ChannelMessage.Read.Group.html
EntitlementManagement.Read.All EntitlementManagement.ReadWrite.All,False,False,,1,,,accesspackagecatalog-post-accesspackagecustomworkflowextensions|,https://graphpermissions.merill.net/permission/EntitlementManagement.Read.All EntitlementManagement.ReadWrite.All.html
ChannelMember.ReadWrite,False,False,,5,,,chat-get-members|chat-get-members|conversationmember-get|conversationmember-get|channel-get-members|,https://graphpermissions.merill.net/permission/ChannelMember.ReadWrite.html
TeamMember.Read.Group,False,False,,7,,,chat-get-members|chat-get-members|conversationmember-get|conversationmember-get|team-get-members|tea,https://graphpermissions.merill.net/permission/TeamMember.Read.Group.html
TeamsAppInstallation.ManageSelectedForTeam,False,False,,5,,,team-get-installedapps|team-teamsappinstallation-upgrade|team-delete-installedapps|team-list-install,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ManageSelectedForTeam.html
TeamsAppInstallation.Read.Group,False,False,,3,,,team-get-installedapps|team-list-permissiongrants|team-list-installedapps|team-get-installedapps|tea,https://graphpermissions.merill.net/permission/TeamsAppInstallation.Read.Group.html
TeamsAppInstallation.ManageSelectedForTeam.All,False,False,,5,,,team-get-installedapps|team-teamsappinstallation-upgrade|team-delete-installedapps|team-list-install,https://graphpermissions.merill.net/permission/TeamsAppInstallation.ManageSelectedForTeam.All.html
Channel.Delete.Group,False,False,,1,,,channel-delete|channel-delete|,https://graphpermissions.merill.net/permission/Channel.Delete.Group.html
TeamsActivity.Send.Chat,False,False,,1,,,chat-sendactivitynotification|chat-sendactivitynotification|,https://graphpermissions.merill.net/permission/TeamsActivity.Send.Chat.html
TeamSettings.Read.Group,False,False,,1,,,team-get|team-get|,https://graphpermissions.merill.net/permission/TeamSettings.Read.Group.html
ChannelSettings.Read.Group,False,False,,3,,,team-get-primarychannel|channel-list|channel-get|team-get-primarychannel|channel-list|channel-get|,https://graphpermissions.merill.net/permission/ChannelSettings.Read.Group.html
EduRoster.Write,False,False,,5,,,educationschool-list-administrativeunit|educationuser-get-user|educationuser-get-user|educationuser-,https://graphpermissions.merill.net/permission/EduRoster.Write.html
TeamsTab.Read.Group,False,False,,3,,,channel-list-tabs|channel-get-tabs|channel-list-tabs|channel-get-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Read.Group.html
TeamsTab.ReadWrite.Group,False,False,,5,,,channel-list-tabs|channel-get-tabs|channel-patch-tabs|channel-delete-tabs|channel-list-tabs|channel-,https://graphpermissions.merill.net/permission/TeamsTab.ReadWrite.Group.html
VirtualEvent.ReadWrite.All,False,False,,1,,,virtualeventregistration-cancel|virtualeventregistration-cancel|,https://graphpermissions.merill.net/permission/VirtualEvent.ReadWrite.All.html
OrgSettings-MicrosoftInstall.Read.All,False,False,,1,,,m365appsinstallationoptions-get|m365appsinstallationoptions-get|m365appsinstallationoptions-get|m365,https://graphpermissions.merill.net/permission/OrgSettings-MicrosoftInstall.Read.All.html
OrgSettings-MicrosoftInstall.ReadWrite.All,False,False,,2,,,m365appsinstallationoptions-get|m365appsinstallationoptions-get|m365appsinstallationoptions-update|m,https://graphpermissions.merill.net/permission/OrgSettings-MicrosoftInstall.ReadWrite.All.html
TeamsTab.Create.Group,False,False,,2,,,channel-post-tabs|channel-post-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Create.Group.html
TeamsTab.Delete.Group,False,False,,1,,,channel-delete-tabs|channel-delete-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Delete.Group.html
TeamsActivity.Send.Group,False,False,,1,,,team-sendactivitynotification|team-sendactivitynotification|,https://graphpermissions.merill.net/permission/TeamsActivity.Send.Group.html
TeamsApp.Read.Group,False,False,,1,,,team-list-permissiongrants|team-list-permissiongrants|,https://graphpermissions.merill.net/permission/TeamsApp.Read.Group.html
Calls.JoinGroupCalls.Chat,False,False,,2,,,application-post-calls|application-post-calls|application-post-calls|,https://graphpermissions.merill.net/permission/Calls.JoinGroupCalls.Chat.html
OnlineMeetingTranscript.Read.Chat,False,False,,10,,,calltranscript-get|calltranscript-get|onlinemeeting-list-transcripts|onlinemeeting-list-transcripts|,https://graphpermissions.merill.net/permission/OnlineMeetingTranscript.Read.Chat.html
EduRoster.WriteWrite.All,False,False,,2,,,educationuser-delta|educationschool-delta|educationuser-delta|educationschool-delta|,https://graphpermissions.merill.net/permission/EduRoster.WriteWrite.All.html
ChatMessage.Read.Chat,False,False,,9,,,chat-list-messages|chat-list-messages|chat-list-messages|chatmessage-list-hostedcontents|chatmessage,https://graphpermissions.merill.net/permission/ChatMessage.Read.Chat.html
TeamsTab.Delete.Chat,False,False,,1,,,chat-delete-tabs|chat-delete-tabs|,https://graphpermissions.merill.net/permission/TeamsTab.Delete.Chat.html
PermissionsAnalytics.Read.OwnedBy,False,False,,51,,,inactivegroupfinding-list|privilegeescalationuserfinding-list|superawsresourcefinding-list|securityt,https://graphpermissions.merill.net/permission/PermissionsAnalytics.Read.OwnedBy.html
User-UsageRight.Read,False,False,,4,,,cloudlicensing-usercloudlicensing-list-usagerights|cloudlicensing-usercloudlicensing-list-usageright,https://graphpermissions.merill.net/permission/User-UsageRight.Read.html
User-CloudLicensing.Read,False,False,,4,,,cloudlicensing-usercloudlicensing-list-usagerights|cloudlicensing-usercloudlicensing-list-usageright,https://graphpermissions.merill.net/permission/User-CloudLicensing.Read.html
User-CloudLicensing.Read.All,False,False,,4,,,cloudlicensing-usercloudlicensing-list-usagerights|cloudlicensing-usercloudlicensing-list-usageright,https://graphpermissions.merill.net/permission/User-CloudLicensing.Read.All.html
User-UsageRight.Read.All,False,False,,4,,,cloudlicensing-usercloudlicensing-list-usagerights|cloudlicensing-usercloudlicensing-list-usageright,https://graphpermissions.merill.net/permission/User-UsageRight.Read.All.html
Site.Manage.All,False,False,,1,,,contentmodel-addtodrive|contentmodel-addtodrive|contentmodel-addtodrive|contentmodel-addtodrive|,https://graphpermissions.merill.net/permission/Site.Manage.All.html
ThreatSubmissionPolicies.ReadWrite.All,False,False,,1,,,security-emailthreatsubmissionpolicy-delete|,https://graphpermissions.merill.net/permission/ThreatSubmissionPolicies.ReadWrite.All.html
ManagedTenant.Read.All,False,False,,1,,,managedtenants-managedtenant-list-auditevents|,https://graphpermissions.merill.net/permission/ManagedTenant.Read.All.html
ManagedTenant.ReadWrite.All,False,False,,1,,,managedtenants-managedtenant-list-auditevents|,https://graphpermissions.merill.net/permission/ManagedTenant.ReadWrite.All.html
DeviceManagementManagedDevices.PriviligedOperation.All,False,False,,1,,,intune-shared-user-removealldevicesfrommanagement|intune-shared-user-removealldevicesfrommanagement|,https://graphpermissions.merill.net/permission/DeviceManagementManagedDevices.PriviligedOperation.All.html
Group-UsageRight.Read.All,False,False,,3,,,cloudlicensing-usageright-get|cloudlicensing-usageright-get|cloudlicensing-usageright-get|cloudlicen,https://graphpermissions.merill.net/permission/Group-UsageRight.Read.All.html
Group-CloudLicensing.Read,False,False,,3,,,cloudlicensing-usageright-get|cloudlicensing-usageright-get|cloudlicensing-groupcloudlicensing-list-,https://graphpermissions.merill.net/permission/Group-CloudLicensing.Read.html
Group-CloudLicensing.Read.All,False,False,,3,,,cloudlicensing-usageright-get|cloudlicensing-usageright-get|cloudlicensing-usageright-get|cloudlicen,https://graphpermissions.merill.net/permission/Group-CloudLicensing.Read.All.html
OrgContact.Read,False,False,,1,,,orgcontact-get-transitivereports|orgcontact-get-transitivereports|,https://graphpermissions.merill.net/permission/OrgContact.Read.html
ScheduledPermissions.ReadWrite.All,False,False,,1,,,permissionsmanagement-post-scheduledpermissionsrequests|,https://graphpermissions.merill.net/permission/ScheduledPermissions.ReadWrite.All.html
